id,gap,magnitude,significance,depth,distance,latitude,longitude,name,hour
us10006cs9,197,2.6,104,235.8,0.446,52.5292,-176.2105,Alaska,21
us100069c3,166,2.6,104,207.91,0.14,52.051,178.7001,Alaska,8
ak13823849,61.1999951,2.6,104,101.2,0,59.7402,-153.1095,Alaska,14
ak13825769,46.79999626,2.6,104,130.5,0,59.9456,-153.4122,Alaska,1
ak13840327,183.5999853,2.6,104,8.1,0,52.3022,-173.1535,Alaska,5
ak13840333,201.5999839,2.6,104,20,0,51.9607,175.8219,Alaska,6
ak13829106,205.1999836,2.6,104,25.8,0,51.8213,-173.1301,Alaska,2
ak13829249,226.7999819,2.6,104,16.5,0,51.1357,-176.3201,Alaska,10
ak13829360,187.199985,2.6,104,70.2,0,52.1016,-174.2688,Alaska,16
nc72670075,146,2.6,129,9.44,0.08279,40.1546667,-120.2011667,California,0
ak13830123,0,2.6,104,87.9,0,62.167,-151.6705,Alaska,11
ak13833681,75.59999395,2.6,104,44.8,0,58.007,-152.934,Alaska,16
pr16220000,273.6,2.6,104,115,1.06540193,19.3735,-65.4057,Puerto Rico,22
pr16221005,306,2.6,104,8,0.50754814,18.8943,-67.4803,Puerto Rico,1
pr16221007,316.8,2.6,104,14,0.4347846,18.8155,-67.5556,Puerto Rico,2
pr16221010,309.6,2.6,104,73,0.61085439,18.8558,-66.0576,Puerto Rico,2
ak13836187,0,2.6,104,51.6,0,58.4186,-152.5832,Alaska,4
pr16221018,241.2,2.6,104,9,0.42580144,18.8113,-67.4503,Puerto Rico,6
pr16221021,255.6,2.6,104,50,0.75368652,19.068,-66.0316,Puerto Rico,11
ak13836593,208.7999833,2.6,104,98.8,0,52.0888,-174.4267,Alaska,13
us10006ca1,30,2.6,104,6.266,0,36.2144,-97.5718,Oklahoma,4
us10006ccv,44,2.6,104,3.86,0.21,36.2809,-97.5115,Oklahoma,10
pr16222007,147.6,2.6,104,119,0.05659386,18.2998,-66.7882,Puerto Rico,18
pr16223006,226.8,2.6,104,28,0.18595126,18.6636,-66.5483,Puerto Rico,6
us10006cva,63,2.6,105,7.56,0.219,36.1692,-96.9792,Oklahoma,4
nc72673605,84,2.6,105,5.38,0.02122,37.6301667,-118.9386667,California,8
ak13841513,0,2.6,104,55,0,51.7062,-176.8948,Alaska,13
ak13841646,0,2.6,104,0.2,0,57.0262,-157.8319,Alaska,15
ak13841660,0,2.6,104,30,0,70.7787,-145.8338,Alaska,16
pr16226007,342,2.6,104,14,0.25332491,17.7597,-66.8927,Puerto Rico,4
ak13841889,0,2.6,104,108.6,0,62.9154,-151.2892,Alaska,4
pr16226005,248.4,2.6,104,22,0.19852768,17.7695,-67.0491,Puerto Rico,5
us10006e17,70,2.6,104,5,0.021,36.4566,-98.7433,Oklahoma,20
nc72678011,40,2.6,104,0.94,0.01422,38.7591667,-122.7146667,California,21
pr16229002,216,2.6,104,6,0.1706799,17.843,-66.7645,Puerto Rico,5
us10006e5j,90,2.6,104,5,0.053,36.4906,-98.8068,Oklahoma,12
us10006ebf,58,2.6,104,5.717,0,36.4559,-98.403,Oklahoma,22
ak13847067,0,2.6,104,100,0,59.8484,-153.0934,Alaska,0
pr16230002,223.2,2.6,104,9,0.37280084,18.76,-67.466,Puerto Rico,3
pr16231013,216,2.6,104,11,0.37459747,18.8075,-67.2827,Puerto Rico,18
ak13850976,0,2.6,104,30,0,57.2772,-154.2568,Alaska,19
ak13852081,0,2.6,104,40,0,59.6286,-147.626,Alaska,3
ak13852592,0,2.6,104,5,0,65.3438,-144.1555,Alaska,6
pr16232001,205.2,2.6,104,12,0.33866486,18.7155,-67.3945,Puerto Rico,6
ak13852844,0,2.6,104,5,0,65.6527,-144.3174,Alaska,7
ak13858731,0,2.6,104,100,0,59.5778,-152.8702,Alaska,12
ak13861515,0,2.6,104,15,0,61.7192,-150.873,Alaska,23
ak13866271,0,2.6,104,5,0,58.8282,-134.3607,Alaska,21
ak13867965,0,2.6,104,15,0,61.8775,-147.1961,Alaska,6
us10006fvc,39,2.6,104,5,0.169,36.2677,-97.5697,Oklahoma,16
ak13873692,0,2.6,104,100,0,63.173,-150.3938,Alaska,7
ak13874179,0,2.6,104,15,0,63.2622,-143.2209,Alaska,12
ak13878842,0,2.6,104,25.3,0,54.0279,-162.0325,Alaska,16
uw61192606,145,2.59,103,11.25,0.6733,48.9451667,-120.6663333,Washington,18
nc72676501,40,2.59,118,9.65,0.02615,37.8095,-121.953,California,6
nc72676711,103,2.59,103,5.67,0.04753,37.4833333,-118.7811667,California,14
nc72682081,182,2.59,104,13.04,0.05311,35.7536667,-121.307,California,8
hv61365521,47,2.58,102,1.84,0.00762,19.4029999,-155.2743378,Hawaii,0
nc72672625,38,2.58,103,11.23,0.1404,39.309,-122.7843333,California,23
nc71015527,171,2.58,102,0.08,0.1259,37.4975,-118.8205,California,15
ci37665024,52,2.58,103,0.7,0.2842,35.6155,-116.3005,California,6
hv61382126,94,2.58,102,38.44,0.03573,19.2255001,-155.4698334,Hawaii,6
nc72668586,54,2.57,102,6.17,0.05368,39.8576667,-123.5091667,California,22
hv61388781,201,2.57,102,44.5,0.1704,20.0286674,-155.4425049,Hawaii,10
nc72667356,89,2.56,102,-1.58,0.3667,38.6791667,-119.8236667,Nevada,2
hv61388846,45,2.56,101,2.57,0.005842,19.3848324,-155.245163,Hawaii,12
hv61380346,95,2.55,100,2.949,0.0103,19.3795,-155.2316667,Hawaii,0
ci37642496,69,2.54,100,3.01,0.0218,33.1893333,-115.6475,California,9
nc72669891,58,2.54,101,6.74,0.03439,38.4051667,-122.2561667,California,7
hv61372426,41,2.53,98,8.935,0.04364,19.4156667,-155.4623333,Hawaii,12
nc72678456,102,2.53,98,4.76,0.05081,37.4893333,-118.7855,California,19
hv61372231,46,2.52,98,2.272,0.005797,19.3808333,-155.283,Hawaii,4
us10006aa8,248,2.5,96,26.5,1.348,53.302,-163.5048,Alaska,3
ak13809864,57.59999539,2.5,96,120.9,0.182358,59.556,-153.5477,Alaska,17
nc72667156,242,2.5,96,19.98,0.1677,40.2971667,-124.5011667,California,19
ak13814999,226.7999819,2.5,96,3.9,0.9055018,52.7936,-166.8035,Alaska,12
ak13815003,237.599981,2.5,96,13.8,0.8965187,52.778,-166.8498,Alaska,13
ak13815012,215.9999827,2.5,96,37.6,0.8228568,51.5772,-173.3847,Alaska,14
ak13815018,215.9999827,2.5,96,66.8,0.7707545,51.5063,-173.9599,Alaska,15
ak13816028,93.59999251,2.5,96,4,0.1805614,56.9929,-157.7649,Alaska,22
us100068k3,143,2.5,96,15.1,0.217,59.5902,-138.9988,Alaska,17
pr16212006,316.8,2.5,96,18,0.44017449,17.7695,-67.5,Puerto Rico,14
us100068xn,72,2.5,96,5,0.086,36.1735,-96.8148,Oklahoma,2
ak13820121,50.39999597,2.5,96,78.5,0,59.9736,-152.5678,Alaska,3
us100069c7,187,2.5,96,156.44,0.231,51.9782,-175.7369,Alaska,10
ak13827448,93.59999251,2.5,96,6.4,0,56.2214,-158.8809,Alaska,10
ak13829415,57.59999539,2.5,96,101.3,0,59.8442,-152.8763,Alaska,19
ak13829524,0,2.5,96,14,0,52.7208,-166.6369,Alaska,23
ak13829640,0,2.5,96,35.2,0,51.3579,-177.0699,Alaska,2
ak13830699,0,2.5,96,9.6,0,61.9472,-150.0608,Alaska,19
us10006bkf,18,2.5,96,6.52,0.206,36.2788,-97.5157,Oklahoma,16
nn00554907,43.85,2.5,97,9.1,0.192,38.2573,-118.7487,Nevada,3
us20006trl,36,2.5,96,6.44,0.74,38.2708,-102.6713,Colorado,7
ak13833287,259.1999793,2.5,96,25.6,0,52.3684,-167.8971,Alaska,10
ak13833968,0,2.5,96,40.2,0,61.4989,-149.7476,Alaska,23
ak13833978,233.9999813,2.5,96,25.8,0,51.6372,-175.0783,Alaska,1
ak13834119,284.3999772,2.5,96,41.2,0,51.5232,178.1716,Alaska,2
ak13847421,190.7999847,2.5,96,161.6,0,54.4923,-165.754,Alaska,16
ak13835343,215.9999827,2.5,96,25.4,0,51.1374,-179.2769,Alaska,16
us10006fg8,179,2.5,96,202.9,0,53.004,-173.1624,Alaska,22
pr16221000,208.8,2.5,96,3,0.36291937,18.7479,-67.5093,Puerto Rico,1
pr16221004,352.8,2.5,96,30,0.46892058,18.9241,-66.9856,Puerto Rico,1
pr16221016,291.6,2.5,96,16,0.81836522,19.1026,-66.4095,Puerto Rico,5
pr16221025,223.2,2.5,96,10,0.36741095,18.753,-67.4617,Puerto Rico,14
ak13837360,17.99999856,2.5,96,33.9,0,62.0202,-149.1384,Alaska,19
ak13837695,0,2.5,96,50,0,61.8925,-149.9171,Alaska,0
ak13838541,0,2.5,96,176.5,0,52.2946,-173.7102,Alaska,6
ak13838343,0,2.5,96,204.2,0,52.3834,-172.8662,Alaska,9
pr16222004,230.4,2.5,96,65,0.40873345,18.8043,-66.8626,Puerto Rico,15
ak13839219,71.99999424,2.5,96,5,0.7509916,57.0389,-155.2424,Alaska,21
pr16223004,226.8,2.5,96,44,0.43119134,18.7395,-66.1364,Puerto Rico,23
ak13839597,309.5999752,2.5,96,102.5,1.624154,52.1835,-166.2985,Alaska,10
ak13840086,0,2.5,96,78.2,0,52.105,-173.2046,Alaska,1
ak13840749,0,2.5,96,99.4,0,59.8315,-152.9633,Alaska,0
us10006ddc,165,2.5,96,5,0.124,36.6648,-99.0826,Oklahoma,14
ak13841812,0,2.5,96,8.7,0,54.4417,-161.4767,Alaska,20
us10006di6,54,2.5,97,5,1.014,32.9724,-100.7741,Texas,22
ak13843660,0,2.5,96,31.4,0,53.76,-165.9033,Alaska,8
pr16227004,273.6,2.5,96,15,0.23985018,17.728,-67.0207,Puerto Rico,16
pr16228002,216,2.5,96,48,0.48688688,18.7992,-66.1013,Puerto Rico,2
ak13846050,0,2.5,96,100,0,61.8113,-152.0498,Alaska,11
us10006ebi,61,2.5,96,8.074,0,36.4154,-97.3608,Oklahoma,22
ak13847179,0,2.5,96,100,0,62.9412,-150.1864,Alaska,8
us10006ehi,50,2.5,97,5.507,0,35.6715,-97.0859,Oklahoma,11
pr16231010,280.8,2.5,96,10,0.1060012,17.9015,-67.0917,Puerto Rico,6
ak13854924,0,2.5,96,50,0,56.4945,-156.3732,Alaska,17
ak13855247,0,2.5,96,100,0,63.0838,-152.019,Alaska,19
us10006fla,53,2.5,97,6.52,0.024,36.4632,-98.6923,Oklahoma,11
ak13864689,0,2.5,96,50,0,62.833,-148.9752,Alaska,13
us10006fnm,73,2.5,96,6.848,0,36.452,-98.7753,Oklahoma,22
ak13871437,0,2.5,96,8.8,0,63.2113,-143.5616,Alaska,20
us10006g71,52,2.5,96,5.074,0,36.2741,-97.5621,Oklahoma,19
ak13876239,0,2.5,96,5,0,68.5037,-147.0407,Alaska,21
us10006g7q,40,2.5,96,5.474,0,36.2717,-97.566,Oklahoma,22
pr16237002,219.6,2.5,96,11,0.23985018,17.8738,-65.6491,Puerto Rico,3
us10006geg,37,2.5,96,7.028,0,36.2443,-97.2735,Oklahoma,7
pr16237004,194.4,2.5,96,92,0.09701805,18.4722,-66.4264,Puerto Rico,13
us20006tzp,79,2.5,97,3.82,0.029,40.4703,-104.6609,Colorado,4
pr16238001,234,2.5,96,10,0.57492178,18.7612,-66.18,Puerto Rico,4
us20006u22,0,2.5,96,50.2,0,53.5989,-163.3521,Alaska,17
ak13879047,0,2.5,96,11.3,0,52.0884,177.2063,Alaska,19
nc72670130,174,2.49,95,7.09,0.0741,40.1533333,-120.2138333,California,1
ci37444527,52,2.49,95,2.88,0.008458,35.9526667,-117.659,California,22
nc72678076,327,2.49,95,-0.3,0.6364,40.22,-125.1053333,California,22
nm60127977,39,2.48,95,10.21,0.05575,36.435,-89.524,Tennessee,0
ci37438399,18,2.48,96,12.54,0.01277,33.9173333,-117.604,California,18
nm60154551,66,2.48,95,17.85,0.07861,38.4865,-87.8511667,Illinois,3
ci37445935,79,2.48,95,6.78,0.0875,36.9115,-117.3375,California,11
ci37664304,85,2.47,94,4.85,0.01576,33.1335,-115.5918333,California,14
hv61379466,93,2.47,94,39.67,0.03576,19.2236671,-155.4714966,Hawaii,2
nc72676581,103,2.46,93,5.31,0.04721,37.4815,-118.7805,California,11
ci37664312,85,2.46,93,3.76,0.01602,33.1361667,-115.5868333,California,14
ci37435191,26,2.45,92,2.99,0.1295,33.1505,-115.996,California,11
nc72676736,103,2.45,92,5.18,0.04754,37.485,-118.7813333,California,15
nc72678431,39,2.45,92,3.32,0.05765,36.6996667,-121.332,California,17
nc72679461,53,2.45,92,13.37,0.1337,39.3135,-122.7756667,California,5
hv61382931,337,2.45,92,6.9,1.296,19.2544994,-157.2676697,Hawaii,21
nm60154691,38,2.44,92,10.26,0.2561,38.125,-88.4015,Illinois,19
hv61383356,38,2.44,92,1.624,0.06153,19.4335,-155.4031667,Hawaii,8
hv61380536,155,2.42,90,2.46,0.01394,19.4118333,-155.6388333,Hawaii,2
nc72685246,47,2.42,90,4.85,0.06167,36.5154991,-121.0998306,California,23
nm60154521,46,2.41,89,11.13,0.03751,35.8721667,-90.1301667,Arkansas,17
nc72679181,54,2.41,90,1.93,0.007012,38.8228333,-122.844,California,20
ak13831378,205.1999836,2.4,89,12.2,0.797704,54.4634,-161.4569,Alaska,8
ak13814046,57.59999539,2.4,89,4,0.5057515,68.9615,-147.5099,Alaska,8
ak13817054,50.39999597,2.4,89,96.7,0.3692076,58.161,-154.8593,Alaska,6
ak13832246,313.1999749,2.4,89,237.2,0.33058,52.3274,-175.6794,Alaska,8
ak13818962,0,2.4,89,72.4,0,61.2572,-151.3553,Alaska,4
se60127242,59,2.4,89,15.74,0.05905,35.3851667,-84.4535,Tennessee,4
ak13820364,0,2.4,89,93.4,0,59.6661,-152.9532,Alaska,6
ak13822436,248.3999801,2.4,89,8.3,0,52.8271,-166.8922,Alaska,3
ak13829328,21.59999827,2.4,89,69.1,0,61.7453,-150.7926,Alaska,12
ak13829353,97.19999222,2.4,89,50.4,0,56.8547,-154.9645,Alaska,14
ak13829364,17.99999856,2.4,89,66.8,0,61.4075,-150.9117,Alaska,16
ak13830873,71.99999424,2.4,89,120,0.4410728,59.3375,-153.3164,Alaska,21
ak13831223,46.79999626,2.4,89,5,0.01886462,61.2755,-152.6008,Alaska,4
ak13832311,0,2.4,89,15.2,0,52.7129,-166.8033,Alaska,20
ak13833812,39.59999683,2.4,89,16,0,64.8457,-148.7311,Alaska,18
ak13834709,0,2.4,89,87.1,0,62.8472,-150.793,Alaska,11
pr16220008,241.2,2.4,89,11,0.71056739,18.9255,-65.944,Puerto Rico,13
ak13836021,230.3999816,2.4,89,56.1,0,53.8031,-164.9588,Alaska,2
pr16221022,291.6,2.4,89,5,0.39436041,18.7779,-67.4278,Puerto Rico,8
us10006c67,61,2.4,89,6.268,0,35.4603,-97.9105,Oklahoma,17
ak13839685,21.59999827,2.4,89,100,0.5111414,62.9914,-150.7953,Alaska,11
ak13840078,0,2.4,89,13.9,0,51.9703,-169.0866,Alaska,0
ak13840083,0,2.4,89,5.2,0,59.1721,-136.9447,Alaska,1
ak13840560,0,2.4,89,15.5,0,52.7324,-166.7216,Alaska,16
nn00555823,79.58,2.4,89,7.1,0.089,41.9324,-119.676,Oregon,3
ak13841137,0,2.4,89,7,0,57.0212,-157.8313,Alaska,9
ak13841408,0,2.4,89,56.4,0,61.6868,-150.5532,Alaska,12
nc72677761,321,2.4,89,2.54,0.5394,40.2191667,-124.9763333,California,13
ak13848204,0,2.4,89,120,0,59.8907,-152.939,Alaska,23
ak13848218,0,2.4,89,5,0,60.6018,-141.0099,Alaska,0
ak13851177,0,2.4,89,20,0,65.0329,-148.7492,Alaska,20
ak13857627,0,2.4,89,50,0,61.22,-151.0192,Alaska,7
ak13858008,0,2.4,89,15,0,60.5115,-148.9035,Alaska,9
ak13860759,0,2.4,89,25,0,58.1398,-151.6103,Alaska,20
pr16234008,320.4,2.4,89,45,1.54779723,19.8208,-65.6676,Puerto Rico,11
ak13864296,0,2.4,89,50,0,59.8984,-150.5329,Alaska,11
pr16235000,165.6,2.4,89,19,0.28476595,18.0323,-65.3684,Puerto Rico,20
ci37668064,12,2.4,89,15.62,0.01802,34.0836667,-117.2981667,California,0
ak13873704,0,2.4,89,10,0,65.5976,-151.847,Alaska,9
pr16236015,248.4,2.4,89,11,0.50754814,17.5515,-66.4619,Puerto Rico,16
pr16237001,259.2,2.4,89,15,0.14462876,18.0209,-65.4233,Puerto Rico,0
ci37642896,70,2.39,88,3.15,0.01814,33.1908333,-115.6421667,California,14
hv61375641,267,2.39,88,43.008,0.3883,20.4093333,-155.4938333,Hawaii,19
nc72668781,86,2.38,87,7.74,0.0315,40.406,-121.4625,California,2
hv61361531,228,2.38,87,43.54,0.09793,18.9631672,-155.5658264,Hawaii,4
ci37437519,29,2.38,87,2.05,0.07056,33.9491667,-116.3245,California,17
nc72673140,39,2.38,87,10.51,0.1457,39.3183333,-122.791,California,11
hv61380211,99,2.38,87,38.42,0.04353,19.2175007,-155.4663391,Hawaii,21
nm60128017,61,2.37,87,22.21,0.1769,38.3113333,-88.183,Illinois,8
ci37445807,76,2.37,86,11.89,0.03324,32.7721667,-115.4426667,California,9
ci37664280,85,2.37,86,4.81,0.01389,33.1336667,-115.5873333,California,14
nc72670325,109,2.36,86,3.64,0.08608,37.4003333,-118.3761667,California,8
hv61367931,79,2.36,86,7.371,0.03987,19.3401667,-155.1776667,Hawaii,8
hv61358721,153,2.35,85,3.892,0.0113,19.404,-155.6395,Hawaii,0
hv61360121,94,2.35,85,0.01,0.03871,19.1935005,-155.4705048,Hawaii,3
nc72684676,43,2.35,85,12.84,0.03693,35.7433319,-120.2925034,California,21
hv61362726,320,2.34,84,17.201,0.8726,18.1616667,-155.3345,Hawaii,6
hv61387641,41,2.34,84,2.563,0.005976,19.3921667,-155.279,Hawaii,20
hv61387701,106,2.34,84,2.11,0.009262,19.3824997,-155.2378387,Hawaii,20
ci37143692,104,2.33,84,2.98,0.01883,33.1928333,-115.6418333,California,14
nc72680456,100,2.33,84,9.1,0.3355,39.3325,-122.8056667,California,12
ismpkansas70199888,78,2.32,83,5.53,0.03737,37.0196667,-97.8001667,Kansas,10
ci37647208,17,2.32,83,11.59,0.02379,34.225,-117.4558333,California,5
nc72671095,78,2.32,83,0.19,0.07631,37.1198333,-121.1431667,California,22
hv61377926,310,2.32,83,41.863,0.5603,19.297,-156.4768333,Hawaii,18
se60029113,54,2.31,82,3.97,0.4873,37.863,-82.1288333,West Virginia,8
ismpkansas70201148,159,2.31,82,6.51,0.03073,37.2898333,-97.6091667,Kansas,9
nc72680091,196,2.31,82,7.83,0.1171,35.8693333,-121.506,California,2
ak13805706,28.7999977,2.3,81,11.6,0.367411,63.0332,-151.4388,Alaska,3
ak13806082,35.99999712,2.3,81,0.1,0.5551588,61.1172,-150.9111,Alaska,4
ak13831376,266.3999787,2.3,81,9.1,1.016893,52.7317,-166.6461,Alaska,7
ak13811260,154.7999876,2.3,81,32.2,0.7896191,55.4078,-158.4937,Alaska,20
ak13811261,277.1999778,2.3,81,45.8,0.9279597,51.3507,-174.284,Alaska,20
ak13814529,241.1999807,2.3,81,3,0.962994,52.7623,-166.7218,Alaska,10
ak13815001,255.5999796,2.3,81,46.5,1.037554,52.6289,-166.7741,Alaska,13
ak13816533,255.5999796,2.3,81,23,0.9764687,52.7538,-166.7053,Alaska,3
ak13817033,53.99999568,2.3,81,1.3,0.04761071,61.3038,-152.4851,Alaska,5
pr16211009,313.2,2.3,81,25,1.23159025,19.545,-65.3275,Puerto Rico,16
ak13839960,183.5999853,2.3,81,163.6,0,52.0872,-178.5881,Alaska,3
nn00553820,114.43,2.3,81,15.7,0.232,40.7346,-116.173,Nevada,10
ak13840012,0,2.3,81,40.6,0,53.8769,-163.2166,Alaska,17
ak13821337,230.3999816,2.3,81,34.6,0.6557702,53.4541,-165.6122,Alaska,20
ak13819846,28.7999977,2.3,81,19.7,0,61.3615,-146.7737,Alaska,0
ak13821480,165.5999868,2.3,81,8.7,0,65.7434,-155.1608,Alaska,18
nn00554054,109.99,2.3,81,4,0.241,38.346,-115.8926,Nevada,5
ak13822786,39.59999683,2.3,81,2.9,0,61.2996,-152.4729,Alaska,5
ak13823361,244.7999804,2.3,81,5,0,52.7599,-166.8092,Alaska,10
ak13825539,269.9999784,2.3,81,30.2,0,52.2326,-168.5789,Alaska,0
ak13840312,151.1999879,2.3,81,56.5,0,55.9812,-158.1502,Alaska,2
ak13826387,25.19999798,2.3,81,50.9,0,60.9328,-150.281,Alaska,4
ak13840366,86.39999309,2.3,81,98.8,0,56.6322,-157.5412,Alaska,14
ak13828803,61.1999951,2.3,81,80.4,0,59.8546,-152.303,Alaska,19
ak13829067,0,2.3,81,69.4,0,61.8528,-151.1656,Alaska,21
ak13829131,39.59999683,2.3,81,0.3,0,61.296,-152.4855,Alaska,6
ak13829271,201.5999839,2.3,81,47,0,51.6157,-176.4996,Alaska,10
us100069s7,34,2.3,81,2.31,0.02,35.8164,-97.4498,Oklahoma,11
pr16216011,190.8,2.3,81,24,0.15451023,18.1685,-67.3,Puerto Rico,14
ak13829635,0,2.3,81,127.4,0,51.7732,178.3304,Alaska,2
ak13830199,0,2.3,81,13.6,0,52.6662,-166.613,Alaska,12
ak13831954,259.1999793,2.3,81,25.6,1.106724,52.6472,-166.5735,Alaska,14
ak13832291,0,2.3,81,49.4,0,59.9145,-151.455,Alaska,20
ak13832648,176.3999859,2.3,81,25.6,0,53.5905,-167.2551,Alaska,23
pr16219001,356.4,2.3,81,36,0.87136583,19.3435,-67.14,Puerto Rico,0
ak13834555,0,2.3,81,22.2,0,54.4496,-161.692,Alaska,10
ak13835355,43.19999654,2.3,81,0.4,0,65.3982,-144.6628,Alaska,17
pr16221003,208.8,2.3,81,4,0.35483454,18.7411,-67.4795,Puerto Rico,1
ak13836019,0,2.3,81,26.6,0,53.8883,-163.8987,Alaska,1
pr16221012,295.2,2.3,81,10,0.40154693,18.787,-67.4415,Puerto Rico,5
pr16221019,223.2,2.3,81,11,0.36381769,18.7488,-67.4468,Puerto Rico,6
ak13836380,0,2.3,81,78.3,0,62.8905,-149.5402,Alaska,10
ak13836807,176.3999859,2.3,81,161.7,0,51.9859,179.4728,Alaska,15
nc72672805,44,2.3,81,1.59,0.1535,39.3286667,-122.8,California,2
nn00555626,82.18,2.3,82,9.7,0.24,39.0019,-118.4043,Nevada,13
ak13840570,0,2.3,81,6.6,0,54.8805,-160.2368,Alaska,17
pr16225004,165.6,2.3,81,21,0.15900181,18.405,-67.3135,Puerto Rico,0
ak13840715,277.1999778,2.3,81,25.5,0,51.4233,-176.4345,Alaska,0
ak13841818,0,2.3,81,52.2,0,55.0464,-160.6423,Alaska,21
ak13879108,71.99999424,2.3,81,101.2,0,57.761,-155.6636,Alaska,1
pr16226009,280.8,2.3,81,26,0.20840915,17.7644,-66.9978,Puerto Rico,9
ak13842170,0,2.3,81,126.5,0,63.1072,-150.9096,Alaska,17
ak13843655,0,2.3,81,100,0,59.6167,-153.4225,Alaska,13
ak13846541,0,2.3,81,50,0,61.22,-151.0192,Alaska,17
pr16229000,327.6,2.3,81,3,0.1527136,17.839,-67.1286,Puerto Rico,23
ak13847268,0,2.3,81,200,0,59.9219,-154.2082,Alaska,10
ak13852350,0,2.3,81,5,0,62.5852,-152.0622,Alaska,5
ak13852359,0,2.3,81,20,0,60.949,-149.4852,Alaska,5
nc72681381,53,2.3,82,2.38,0.004057,38.8363333,-122.8311667,California,17
ak13862704,0,2.3,81,5,0,62.6941,-151.307,Alaska,2
pr16234007,219.6,2.3,81,16,0.23625692,17.8066,-66.6398,Puerto Rico,9
pr16234010,273.6,2.3,81,25,0.68361793,18.9962,-65.2064,Puerto Rico,15
ak13869633,0,2.3,81,50,0,62.6123,-149.366,Alaska,13
ci37669952,22,2.3,81,7.66,0.07475,34.0093333,-116.4448333,California,16
ak13875730,0,2.3,81,5,0,69.5927,-143.5277,Alaska,17
ak13876667,0,2.3,81,100,0,60.7665,-151.7303,Alaska,3
ak13876975,0,2.3,81,120,0,60.0841,-152.6223,Alaska,6
ak13877958,0,2.3,81,15,0,60.672,-147.2433,Alaska,11
ak13878684,0,2.3,81,15,0,65.2884,-150.0079,Alaska,10
pr16238031,219.6,2.3,81,71,0.37280084,18.586,-66.3482,Puerto Rico,17
nm60127952,57,2.29,81,8.92,0.01844,36.1366667,-89.7118333,Missouri,17
ci37437823,29,2.29,81,5.58,0.1167,33.1733333,-116.0428333,California,2
nc72684006,250,2.29,81,10.14,0.4697,34.7645,-121.1676667,California,13
uw61172832,57,2.28,80,45.35,0.1169,47.4456667,-123.1155,Washington,17
nc72675751,75,2.28,80,4.97,0.02228,37.6318333,-118.9386667,California,22
ismpkansas70201168,159,2.28,80,6.46,0.03012,37.2901667,-97.6085,Kansas,16
se60155236,63,2.28,80,23.17,0.3182,35.142,-84.8578333,Tennessee,10
nc72679011,214,2.28,80,4.45,0.05658,39.6275,-121.5483333,California,15
nc72679466,43,2.28,80,11.25,0.1436,39.3168333,-122.7883333,California,5
hv61389076,138,2.27,79,0.82,0.0208,19.3016663,-155.2200012,Hawaii,17
ci37645368,14,2.26,79,16.7,0.01037,34.0383333,-117.2508333,California,20
nc72677331,33,2.26,79,9.03,0.003831,36.8873333,-121.401,California,16
hv61387111,97,2.26,79,39.04,0.04266,19.2173328,-155.4678345,Hawaii,14
nc72667056,167,2.25,78,21,0.02659,36.4063333,-120.2075,California,12
nc72667566,84,2.25,78,4.81,0.01689,37.5785,-118.8446667,California,10
ci37644520,31,2.25,78,2.71,0.03429,32.954,-115.7605,California,12
nc72670720,75,2.25,78,1.38,0.008905,38.79,-122.7275,California,23
nc72671500,103,2.25,78,6.32,0.0244,35.684,-121.1238333,California,22
ci37438647,45,2.25,78,9.46,0.1567,33.0395,-116.3581667,California,1
nc72673660,43,2.25,78,11.13,0.1453,39.3183333,-122.7905,California,10
ci37663744,56,2.25,78,1.76,0.2048,36.2778333,-117.4381667,California,12
nc72668736,112,2.24,77,8.32,0.02716,40.4066667,-121.4561667,California,2
nc72677571,71,2.24,77,4.1,0.055,40.0298333,-120.8158333,California,4
nc72680776,39,2.24,77,9.25,0.1495,39.3158333,-122.796,California,20
uw61182187,207,2.24,77,-0.09,0.2492,46.5395,-121.6176667,Washington,22
ci37669704,25,2.24,78,5.14,0.02087,33.2473333,-116.4153333,California,13
nc72668756,100,2.23,77,7.32,0.02993,40.4013333,-121.4618333,California,2
hv61360011,57,2.23,77,2.679,0.009675,19.382,-155.2355,Hawaii,2
hv61367586,40,2.23,77,1.8,0.007675,19.4046669,-155.2833405,Hawaii,1
nc72672650,40,2.23,77,10.31,0.1412,39.3153333,-122.7853333,California,23
nc72672705,40,2.23,77,12.41,0.1446,39.3261667,-122.7888333,California,0
ci37671424,65,2.23,77,2.84,0.09399,35.9886667,-117.923,California,10
nc72668751,93,2.22,76,5.62,0.03913,40.4013333,-121.474,California,2
se60127232,102,2.22,76,15.43,0.1256,35.5758333,-83.9778333,Tennessee,22
hv61365261,64,2.22,76,4.705,0.04745,19.4931667,-155.4886667,Hawaii,19
nc72672745,40,2.22,76,10.47,0.1436,39.3176667,-122.7883333,California,1
nc72673105,44,2.22,76,10.02,0.1581,39.336,-122.8048333,California,9
ci37445551,73,2.22,76,11.5,0.05502,32.9561667,-115.5521667,California,23
ci37446175,19,2.22,76,4.93,0.04681,34.2963333,-116.8818333,California,17
hv61380621,77,2.22,76,11.579,0.09544,19.4815,-155.801,Hawaii,3
ci37671112,60,2.22,76,5.14,0.2889,36.7761667,-118.13,California,23
ci37671480,52,2.22,76,3,0.005216,35.9495,-117.6565,California,11
nc72669831,48,2.21,75,29.22,0.04355,40.2741667,-123.8505,California,4
